DayofMonth,IATA_Code_Marketing_Airline,Operating_Airline ,Origin,OriginState,OriginStateName,Dest,DestState,DestStateName,CRSDepTime,DepTime,DepDelay,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,ArrTime,ArrDelay,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Div1Airport
1,B6,B6,LAS,NV,Nevada,JFK,NY,New York,2339,2329,-10,2300-2359,14,2343,711,7,718,-12,0700-0759,0,,0,291,289,268,1,2248,,,,,,
1,B6,B6,MIA,FL,Florida,JFK,NY,New York,1148,1141,-7,1100-1159,23,1204,1420,4,1424,-20,1400-1459,0,,0,176,163,136,1,1089,,,,,,
1,B6,B6,JFK,NY,New York,MCO,FL,Florida,2045,2112,27,2000-2059,23,2135,2346,14,2400,8,2300-2359,0,,0,187,168,131,1,944,,,,,,
1,B6,B6,MCO,FL,Florida,JFK,NY,New York,934,927,-7,0900-0959,27,954,1150,8,1158,-17,1200-1259,0,,0,161,151,116,1,944,,,,,,
1,B6,B6,JFK,NY,New York,MIA,FL,Florida,1100,1124,24,1100-1159,26,1150,1432,22,1454,50,1400-1459,0,,0,184,210,162,1,1089,24,0,26,0,0,
1,B6,B6,MCO,FL,Florida,JFK,NY,New York,1434,1652,138,1400-1459,16,1708,1911,7,1918,119,1700-1759,0,,0,165,146,123,1,944,14,0,0,0,105,
1,B6,B6,JFK,NY,New York,LAX,CA,California,1729,1726,-3,1700-1759,33,1759,2010,20,2030,-24,2000-2059,0,,0,385,364,311,1,2475,,,,,,
1,B6,B6,LAX,CA,California,MIA,FL,Florida,1000,952,-8,1000-1059,18,1010,1738,8,1746,-1,1700-1759,0,,0,287,294,268,1,2342,,,,,,
1,B6,B6,MCO,FL,Florida,JFK,NY,New York,1543,1610,27,1500-1559,15,1625,1826,4,1830,5,1800-1859,0,,0,162,140,121,1,944,,,,,,
1,B6,B6,MIA,FL,Florida,LAX,CA,California,1859,1850,-9,1800-1859,15,1905,2124,4,2128,-43,2200-2259,0,,0,372,338,319,1,2342,,,,,,
1,B6,B6,LAX,CA,California,MIA,FL,Florida,2105,2107,2,2100-2159,11,2118,431,25,456,8,0001-0559,0,,0,283,289,253,1,2342,,,,,,
1,B6,B6,MIA,FL,Florida,LAX,CA,California,635,629,-6,0600-0659,12,641,910,9,919,-18,0900-0959,0,,0,362,350,329,1,2342,,,,,,
1,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,1027,1041,14,1000-1059,27,1108,1145,10,1155,17,1100-1159,0,,0,131,134,97,1,641,14,0,3,0,0,
1,AA,AA,JFK,NY,New York,MIA,FL,Florida,1731,1732,1,1700-1759,39,1811,2052,25,2117,30,2000-2059,0,,0,196,225,161,1,1089,0,0,29,0,1,
1,UA,UA,LAX,CA,California,LAS,NV,Nevada,1105,1102,-3,1100-1159,41,1143,1225,13,1238,16,1200-1259,0,,0,77,96,42,1,236,0,0,16,0,0,
1,UA,UA,MCO,FL,Florida,LAX,CA,California,1915,1911,-4,1900-1959,16,1927,2149,23,2212,19,2100-2159,0,,0,338,361,322,1,2218,0,0,19,0,0,
1,AA,AA,MIA,FL,Florida,MCO,FL,Florida,1446,1515,29,1400-1459,10,1525,1605,7,1612,15,1500-1559,0,,0,71,57,40,1,192,0,0,0,0,15,
1,AA,AA,MIA,FL,Florida,CLT,NC,North Carolina,750,812,22,0700-0759,18,830,1005,9,1014,18,0900-0959,0,,0,126,122,95,1,650,18,0,0,0,0,
1,AA,AA,MIA,FL,Florida,CLT,NC,North Carolina,1339,1404,25,1300-1359,27,1431,1603,6,1609,25,1500-1559,0,,0,125,125,92,1,650,25,0,0,0,0,
1,AA,AA,ORD,IL,Illinois,CLT,NC,North Carolina,1332,1351,19,1300-1359,43,1434,1701,13,1714,47,1600-1659,0,,0,115,143,87,1,599,0,0,28,0,19,
1,AA,AA,ORD,IL,Illinois,JFK,NY,New York,1149,1334,105,1100-1159,15,1349,1636,5,1641,102,1400-1459,0,,0,130,127,107,1,740,51,0,0,0,51,
1,AA,AA,JFK,NY,New York,ORD,IL,Illinois,1552,1749,117,1500-1559,28,1817,1907,27,1934,118,1700-1759,0,,0,164,165,110,1,740,13,0,1,0,104,
1,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,1937,2018,41,1900-1959,11,2029,2145,15,2200,21,2100-2159,0,,0,182,162,136,1,936,21,0,0,0,0,
1,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,2221,2324,63,2200-2259,11,2335,54,10,104,40,0001-0559,0,,0,183,160,139,1,936,40,0,0,0,0,
1,AA,AA,MCO,FL,Florida,DFW,TX,Texas,521,1824,783,0001-0559,25,1849,2023,16,2039,793,0700-0759,0,,0,185,195,154,1,985,783,0,10,0,0,
1,AA,AA,MIA,FL,Florida,DEN,CO,Colorado,1652,1918,146,1600-1659,11,1929,2128,9,2137,135,1900-1959,0,,0,270,259,239,1,1709,34,0,0,0,101,
1,AA,AA,CLT,NC,North Carolina,LAX,CA,California,1840,1944,64,1800-1859,15,1959,2135,8,2143,36,2100-2159,0,,0,327,299,276,1,2125,0,0,0,0,36,
1,AA,AA,MIA,FL,Florida,LAX,CA,California,715,846,91,0700-0759,34,920,1147,8,1155,111,1000-1059,0,,0,349,369,327,1,2342,91,0,20,0,0,
1,AA,OO,LAX,CA,California,DEN,CO,Colorado,1524,1552,28,1500-1559,16,1608,1906,7,1913,19,1800-1859,0,,0,150,141,118,1,862,0,0,0,0,19,
1,AA,AA,MCO,FL,Florida,DFW,TX,Texas,955,948,-7,0900-0959,13,1001,1138,13,1151,-6,1100-1159,0,,0,182,183,157,1,985,,,,,,
1,AA,AA,MCO,FL,Florida,DFW,TX,Texas,905,859,-6,0900-0959,15,914,1049,16,1105,-11,1100-1159,0,,0,191,186,155,1,985,,,,,,
1,AA,AA,DFW,TX,Texas,MCO,FL,Florida,1138,1135,-3,1100-1159,11,1146,1438,18,1456,-10,1500-1559,0,,0,148,141,112,1,985,,,,,,
1,AA,AA,DFW,TX,Texas,ORD,IL,Illinois,1655,1653,-2,1600-1659,14,1707,1859,19,1918,-6,1900-1959,0,,0,149,145,112,1,802,,,,,,
1,AA,AA,DFW,TX,Texas,CLT,NC,North Carolina,1729,1727,-2,1700-1759,14,1741,2033,9,2042,-15,2000-2059,0,,0,148,135,112,1,936,,,,,,
1,AA,AA,MCO,FL,Florida,DFW,TX,Texas,1923,1918,-5,1900-1959,16,1934,2058,14,2112,-8,2100-2159,0,,0,177,174,144,1,985,,,,,,
1,AA,AA,DFW,TX,Texas,MCO,FL,Florida,1320,1327,7,1300-1359,16,1343,1633,7,1640,-10,1600-1659,0,,0,150,133,110,1,985,,,,,,
1,AA,AA,MIA,FL,Florida,CLT,NC,North Carolina,1731,1748,17,1700-1759,16,1804,1942,11,1953,4,1900-1959,0,,0,138,125,98,1,650,,,,,,
1,AA,AA,DFW,TX,Texas,ORD,IL,Illinois,825,843,18,0800-0859,22,905,1048,9,1057,7,1000-1059,0,,0,145,134,103,1,802,,,,,,
1,AA,AA,MIA,FL,Florida,ORD,IL,Illinois,2117,2147,30,2100-2159,24,2211,1,8,9,14,2300-2359,0,,0,218,202,170,1,1197,,,,,,
1,AA,OO,DEN,CO,Colorado,LAX,CA,California,1925,1943,18,1900-1959,19,2002,2056,10,2106,-14,2100-2159,0,,0,175,143,114,1,862,,,,,,
1,UA,UA,DEN,CO,Colorado,LAX,CA,California,1920,1944,24,1900-1959,13,1957,2044,10,2054,-1,2000-2059,0,,0,155,130,107,1,862,,,,,,
1,UA,UA,ORD,IL,Illinois,DFW,TX,Texas,1305,1323,18,1300-1359,19,1342,1532,17,1549,0,1500-1559,0,,0,164,146,110,1,802,,,,,,
1,DL,DL,ATL,GA,Georgia,LAX,CA,California,1830,1936,66,1800-1859,15,1951,2057,9,2106,39,2000-2059,0,,0,297,270,246,1,1947,39,0,0,0,0,
1,DL,DL,LAS,NV,Nevada,JFK,NY,New York,1158,1240,42,1100-1159,16,1256,2024,7,2031,18,2000-2059,0,,0,315,291,268,1,2248,18,0,0,0,0,
1,DL,DL,JFK,NY,New York,LAS,NV,Nevada,1515,1653,98,1500-1559,21,1714,1855,5,1900,27,1800-1859,0,,0,378,307,281,1,2248,27,0,0,0,0,
1,AA,AA,JFK,NY,New York,LAX,CA,California,2005,2008,3,2000-2059,28,2036,2240,6,2246,-60,2300-2359,0,,0,401,338,304,1,2475,,,,,,
1,AA,AA,LAX,CA,California,JFK,NY,New York,2200,2150,-10,2200-2259,18,2208,607,14,621,-3,0600-0659,0,,0,324,331,299,1,2475,,,,,,
1,AA,AA,MIA,FL,Florida,LAX,CA,California,959,957,-2,0900-0959,24,1021,1240,11,1251,-1,1200-1259,0,,0,353,354,319,1,2342,,,,,,
1,AA,AA,LAX,CA,California,JFK,NY,New York,610,605,-5,0600-0659,19,624,1423,10,1433,-1,1400-1459,0,,0,324,328,299,1,2475,,,,,,
1,AA,AA,LAX,CA,California,JFK,NY,New York,800,754,-6,0800-0859,11,805,1604,10,1614,-10,1600-1659,0,,0,324,320,299,1,2475,,,,,,
1,AA,AA,MIA,FL,Florida,LAX,CA,California,1554,1553,-1,1500-1559,22,1615,1830,7,1837,-11,1800-1859,0,,0,354,344,315,1,2342,,,,,,
1,AA,AA,LAX,CA,California,JFK,NY,New York,1034,1028,-6,1000-1059,16,1044,1852,7,1859,-1,1900-1959,0,,0,326,331,308,1,2475,,,,,,
1,AA,AA,LAX,CA,California,JFK,NY,New York,1130,1125,-5,1100-1159,12,1137,1934,7,1941,-12,1900-1959,0,,0,323,316,297,1,2475,,,,,,
1,AA,AA,LAX,CA,California,MIA,FL,Florida,615,615,0,0600-0659,14,629,1346,8,1354,-13,1400-1459,0,,0,292,279,257,1,2342,,,,,,
1,AA,AA,LAX,CA,California,JFK,NY,New York,705,700,-5,0700-0759,17,717,1519,15,1534,5,1500-1559,0,,0,324,334,302,1,2475,,,,,,
1,AA,AA,LAX,CA,California,JFK,NY,New York,1235,1232,-3,1200-1259,17,1249,2055,12,2107,8,2000-2059,0,,0,324,335,306,1,2475,,,,,,
1,AA,OH,ATL,GA,Georgia,CLT,NC,North Carolina,1147,1137,-10,1100-1159,33,1210,1249,4,1253,-18,1300-1359,0,,0,84,76,39,1,226,,,,,,
1,AA,OH,CLT,NC,North Carolina,ATL,GA,Georgia,1144,1143,-1,1100-1159,24,1207,1251,5,1256,-16,1300-1359,0,,0,88,73,44,1,226,,,,,,
1,AA,OH,ATL,GA,Georgia,CLT,NC,North Carolina,1342,1332,-10,1300-1359,19,1351,1429,15,1444,-23,1500-1559,0,,0,85,72,38,1,226,,,,,,
1,AA,OH,ATL,GA,Georgia,CLT,NC,North Carolina,1900,1852,-8,1900-1959,15,1907,1949,12,2001,-23,2000-2059,0,,0,84,69,42,1,226,,,,,,
1,AA,OH,CLT,NC,North Carolina,ATL,GA,Georgia,1659,1657,-2,1600-1659,30,1727,1811,7,1818,-12,1800-1859,0,,0,91,81,44,1,226,,,,,,
1,UA,UA,LAX,CA,California,LAS,NV,Nevada,1920,1955,35,1900-1959,19,2014,2056,8,2104,27,2000-2059,0,,0,77,69,42,1,236,0,0,0,0,27,
1,UA,UA,ORD,IL,Illinois,CLT,NC,North Carolina,1833,1849,16,1800-1859,39,1928,2152,10,2202,19,2100-2159,0,,0,130,133,84,1,599,16,0,3,0,0,
1,UA,UA,DEN,CO,Colorado,ORD,IL,Illinois,1623,1655,32,1600-1659,12,1707,2002,10,2012,18,1900-1959,0,,0,151,137,115,1,888,1,0,0,0,17,
1,UA,UA,MIA,FL,Florida,ORD,IL,Illinois,2130,2152,22,2100-2159,20,2212,3,7,10,17,2300-2359,0,,0,203,198,171,1,1197,17,0,0,0,0,
1,UA,UA,DEN,CO,Colorado,ATL,GA,Georgia,1020,1050,30,1000-1059,18,1108,1526,5,1531,17,1500-1559,0,,0,174,161,138,1,1199,17,0,0,0,0,
1,UA,UA,LAX,CA,California,ORD,IL,Illinois,2310,2345,35,2300-2359,25,10,539,9,548,35,0001-0559,0,,0,243,243,209,1,1744,35,0,0,0,0,
1,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,2230,2227,-3,2200-2259,11,2238,2332,9,2341,-16,2300-2359,0,,0,207,194,174,1,1199,,,,,,
1,DL,DL,MIA,FL,Florida,JFK,NY,New York,725,734,9,0700-0759,13,747,1001,8,1009,-25,1000-1059,0,,0,189,155,134,1,1089,,,,,,
1,DL,DL,DFW,TX,Texas,LAX,CA,California,1530,1530,0,1500-1559,13,1543,1628,6,1634,-28,1700-1759,0,,0,212,184,165,1,1235,,,,,,
1,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,1815,1815,0,1800-1859,14,1829,2246,8,2254,-16,2300-2359,0,,0,175,159,137,1,1199,,,,,,
1,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,600,558,-2,0600-0659,39,637,1055,4,1059,-9,1100-1159,0,,0,188,181,138,1,1199,,,,,,
1,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,1300,1255,-5,1300-1359,14,1309,1403,8,1411,-13,1400-1459,0,,0,204,196,174,1,1199,,,,,,
1,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,1515,1512,-3,1500-1559,18,1530,1950,7,1957,-13,2000-2059,0,,0,175,165,140,1,1199,,,,,,
1,DL,DL,LAX,CA,California,DFW,TX,Texas,1810,1801,-9,1800-1859,18,1819,2247,19,2306,-6,2300-2359,0,,0,182,185,148,1,1235,,,,,,
1,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,800,805,5,0800-0859,35,840,1259,5,1304,-1,1300-1359,0,,0,185,179,139,1,1199,,,,,,
1,DL,DL,JFK,NY,New York,MIA,FL,Florida,730,728,-2,0700-0759,18,746,1025,20,1045,1,1000-1059,0,,0,194,197,159,1,1089,,,,,,
1,DL,DL,ATL,GA,Georgia,DEN,CO,Colorado,800,807,7,0800-0859,22,829,924,7,931,2,0900-0959,0,,0,209,204,175,1,1199,,,,,,
1,DL,DL,JFK,NY,New York,MIA,FL,Florida,905,910,5,0900-0959,27,937,1210,20,1230,8,1200-1259,0,,0,197,200,153,1,1089,,,,,,
1,DL,DL,LAX,CA,California,DFW,TX,Texas,907,917,10,0900-0959,30,947,1416,11,1427,8,1400-1459,0,,0,192,190,149,1,1235,,,,,,
1,DL,DL,JFK,NY,New York,DFW,TX,Texas,1815,1810,-5,1800-1859,32,1842,2049,17,2106,-38,2100-2159,0,,0,269,236,187,1,1391,,,,,,
1,DL,DL,DFW,TX,Texas,JFK,NY,New York,1243,1235,-8,1200-1259,18,1253,1701,8,1709,-11,1700-1759,0,,0,217,214,188,1,1391,,,,,,
1,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,2225,2218,-7,2200-2259,11,2229,2335,5,2340,-22,0001-0559,0,,0,277,262,246,1,1747,,,,,,
1,DL,DL,LAS,NV,Nevada,ATL,GA,Georgia,2220,2216,-4,2200-2259,13,2229,449,6,455,-16,0001-0559,0,,0,231,219,200,1,1747,,,,,,
1,DL,DL,LAS,NV,Nevada,ATL,GA,Georgia,2338,2325,-13,2300-2359,11,2336,558,5,603,-27,0600-0659,0,,0,232,218,202,1,1747,,,,,,
1,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,830,828,-2,0800-0859,14,842,931,6,937,-23,1000-1059,0,,0,270,249,229,1,1747,,,,,,
1,DL,DL,JFK,NY,New York,DEN,CO,Colorado,840,836,-4,0800-0859,26,902,1034,14,1048,-50,1100-1159,0,,0,298,252,212,1,1626,,,,,,
1,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,1010,1009,-1,1000-1059,12,1021,1121,7,1128,-24,1100-1159,0,,0,282,259,240,1,1747,,,,,,
1,DL,DL,DEN,CO,Colorado,JFK,NY,New York,755,754,-1,0700-0759,11,805,1329,4,1333,-21,1300-1359,0,,0,239,219,204,1,1626,,,,,,
1,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,1600,1557,-3,1600-1659,11,1608,1709,7,1716,-20,1700-1759,0,,0,276,259,241,1,1747,,,,,,
1,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,1815,1808,-7,1800-1859,14,1822,1920,5,1925,-30,1900-1959,0,,0,280,257,238,1,1747,,,,,,
1,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,1949,1942,-7,1900-1959,18,2000,2100,5,2105,-21,2100-2159,0,,0,277,263,240,1,1747,,,,,,
1,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,2105,2058,-7,2100-2159,16,2114,2218,10,2228,-16,2200-2259,0,,0,279,270,244,1,1747,,,,,,
1,DL,DL,LAS,NV,Nevada,ATL,GA,Georgia,600,600,0,0600-0659,22,622,1231,6,1237,-19,1200-1259,0,,0,236,217,189,1,1747,,,,,,
1,DL,DL,JFK,NY,New York,DEN,CO,Colorado,1559,1601,2,1500-1559,31,1632,1800,8,1808,-38,1800-1859,0,,0,287,247,208,1,1626,,,,,,
1,DL,DL,LAS,NV,Nevada,ATL,GA,Georgia,720,719,-1,0700-0759,21,740,1353,5,1358,-13,1400-1459,0,,0,231,219,193,1,1747,,,,,,
1,DL,DL,LAS,NV,Nevada,ATL,GA,Georgia,1302,1301,-1,1300-1359,15,1316,1934,22,1956,-1,1900-1959,0,,0,235,235,198,1,1747,,,,,,
1,DL,DL,LAS,NV,Nevada,ATL,GA,Georgia,1415,1414,-1,1400-1459,17,1431,2046,13,2059,-11,2100-2159,0,,0,235,225,195,1,1747,,,,,,
1,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,1110,1118,8,1100-1159,12,1130,1233,6,1239,-11,1200-1259,0,,0,280,261,243,1,1747,,,,,,
1,DL,DL,DEN,CO,Colorado,JFK,NY,New York,1248,1254,6,1200-1259,12,1306,1834,16,1850,6,1800-1859,0,,0,236,236,208,1,1626,,,,,,
1,DL,DL,LAX,CA,California,ATL,GA,Georgia,2245,2242,-3,2200-2259,12,2254,535,4,539,-27,0600-0659,0,,0,261,237,221,1,1947,,,,,,
1,DL,DL,ATL,GA,Georgia,LAX,CA,California,600,556,-4,0600-0659,16,612,737,11,748,-18,0800-0859,0,,0,306,292,265,1,1947,,,,,,
1,DL,DL,ATL,GA,Georgia,LAX,CA,California,714,712,-2,0700-0759,14,726,855,6,901,-28,0900-0959,0,,0,315,289,269,1,1947,,,,,,
1,DL,DL,LAX,CA,California,ATL,GA,Georgia,530,528,-2,0001-0559,20,548,1220,6,1226,-24,1200-1259,0,,0,260,238,212,1,1947,,,,,,
1,DL,DL,ATL,GA,Georgia,LAX,CA,California,1400,1355,-5,1400-1459,15,1410,1540,8,1548,-24,1600-1659,0,,0,312,293,270,1,1947,,,,,,
1,DL,DL,ATL,GA,Georgia,LAX,CA,California,1640,1635,-5,1600-1659,12,1647,1751,7,1758,-37,1800-1859,0,,0,295,263,244,1,1947,,,,,,
1,DL,DL,LAX,CA,California,ATL,GA,Georgia,1435,1429,-6,1400-1459,13,1442,2116,8,2124,-26,2100-2159,0,,0,255,235,214,1,1947,,,,,,
1,DL,DL,ATL,GA,Georgia,LAX,CA,California,2010,2004,-6,2000-2059,15,2019,2139,9,2148,-38,2200-2259,0,,0,316,284,260,1,1947,,,,,,
1,DL,DL,LAX,CA,California,ATL,GA,Georgia,1615,1612,-3,1600-1659,22,1634,2313,4,2317,-19,2300-2359,0,,0,261,245,219,1,1947,,,,,,
1,DL,DL,ATL,GA,Georgia,LAX,CA,California,959,1006,7,0900-0959,12,1018,1152,6,1158,-17,1200-1259,0,,0,316,292,274,1,1947,,,,,,
1,DL,DL,ATL,GA,Georgia,LAX,CA,California,1250,1251,1,1200-1259,13,1304,1434,6,1440,-20,1500-1559,0,,0,310,289,270,1,1947,,,,,,
1,DL,DL,LAX,CA,California,ATL,GA,Georgia,1050,1053,3,1000-1059,20,1113,1751,4,1755,-17,1800-1859,0,,0,262,242,218,1,1947,,,,,,
1,DL,DL,LAX,CA,California,ATL,GA,Georgia,700,658,-2,0700-0759,23,721,1359,5,1404,-13,1400-1459,0,,0,257,246,218,1,1947,,,,,,
1,DL,DL,ATL,GA,Georgia,LAX,CA,California,845,854,9,0800-0859,26,920,1038,12,1050,-6,1000-1059,0,,0,311,296,258,1,1947,,,,,,
1,DL,DL,ATL,GA,Georgia,LAX,CA,California,1142,1144,2,1100-1159,17,1201,1321,13,1334,-11,1300-1359,0,,0,303,290,260,1,1947,,,,,,
1,DL,DL,LAX,CA,California,ATL,GA,Georgia,1215,1216,1,1200-1259,24,1240,1916,9,1925,-10,1900-1959,0,,0,260,249,216,1,1947,,,,,,
1,DL,DL,LAX,CA,California,ATL,GA,Georgia,800,759,-1,0800-0859,25,824,1450,21,1511,6,1500-1559,0,,0,245,252,206,1,1947,,,,,,
1,DL,DL,LAX,CA,California,ATL,GA,Georgia,930,934,4,0900-0959,18,952,1622,21,1643,4,1600-1659,0,,0,249,249,210,1,1947,,,,,,
1,DL,DL,LAX,CA,California,MCO,FL,Florida,1615,1608,-7,1600-1659,18,1626,2335,6,2341,-24,0001-0559,0,,0,290,273,249,1,2218,,,,,,
1,DL,DL,LAS,NV,Nevada,JFK,NY,New York,1620,1613,-7,1600-1659,19,1632,2359,12,11,-18,0001-0559,0,,0,309,298,267,1,2248,,,,,,
1,DL,DL,JFK,NY,New York,LAS,NV,Nevada,813,809,-4,0800-0859,19,828,1019,9,1028,-67,1100-1159,0,,0,382,319,291,1,2248,,,,,,
1,DL,DL,LAX,CA,California,MCO,FL,Florida,700,654,-6,0700-0759,20,714,1411,11,1422,-30,1400-1459,0,,0,292,268,237,1,2218,,,,,,
1,DL,DL,JFK,NY,New York,LAS,NV,Nevada,1155,1152,-3,1100-1159,16,1208,1352,7,1359,-70,1500-1559,0,,0,374,307,284,1,2248,,,,,,
1,DL,DL,LAS,NV,Nevada,JFK,NY,New York,830,825,-5,0800-0859,18,843,1615,7,1622,-19,1600-1659,0,,0,311,297,272,1,2248,,,,,,
1,DL,DL,JFK,NY,New York,LAS,NV,Nevada,1810,1808,-2,1800-1859,30,1838,2023,6,2029,-51,2100-2159,0,,0,370,321,285,1,2248,,,,,,
1,DL,DL,JFK,NY,New York,LAS,NV,Nevada,2125,2129,4,2100-2159,15,2144,2323,6,2329,-67,0001-0559,0,,0,371,300,279,1,2248,,,,,,
1,DL,DL,LAX,CA,California,MCO,FL,Florida,1052,1049,-3,1000-1059,25,1114,1813,21,1834,-11,1800-1859,0,,0,293,285,239,1,2218,,,,,,
1,DL,DL,MCO,FL,Florida,LAX,CA,California,1000,1003,3,1000-1059,17,1020,1227,10,1237,-15,1200-1259,0,,0,352,334,307,1,2218,,,,,,
1,DL,DL,LAS,NV,Nevada,JFK,NY,New York,2317,2316,-1,2300-2359,14,2330,701,28,729,4,0700-0759,0,,0,308,313,271,1,2248,,,,,,
1,DL,DL,MCO,FL,Florida,LAX,CA,California,1602,1609,7,1600-1659,18,1627,1852,3,1855,1,1800-1859,0,,0,352,346,325,1,2218,,,,,,
1,DL,DL,JFK,NY,New York,LAX,CA,California,830,826,-4,0800-0859,29,855,1105,11,1116,-44,1200-1259,0,,0,390,350,310,1,2475,,,,,,
1,DL,DL,JFK,NY,New York,LAX,CA,California,1000,956,-4,1000-1059,15,1011,1223,14,1237,-43,1300-1359,0,,0,380,341,312,1,2475,,,,,,
1,DL,DL,JFK,NY,New York,LAX,CA,California,1545,1543,-2,1500-1559,20,1603,1819,10,1829,-40,1900-1959,0,,0,384,346,316,1,2475,,,,,,
1,DL,DL,JFK,NY,New York,LAX,CA,California,1710,1707,-3,1700-1759,30,1737,1944,12,1956,-39,2000-2059,0,,0,385,349,307,1,2475,,,,,,
1,DL,DL,JFK,NY,New York,LAX,CA,California,1910,1920,10,1900-1959,30,1950,2153,10,2203,-38,2200-2259,0,,0,391,343,303,1,2475,,,,,,
1,DL,DL,LAX,CA,California,JFK,NY,New York,1145,1142,-3,1100-1159,21,1203,1953,9,2002,-13,2000-2059,0,,0,330,320,290,1,2475,,,,,,
1,DL,DL,LAX,CA,California,JFK,NY,New York,1530,1525,-5,1500-1559,16,1541,2333,7,2340,-12,2300-2359,0,,0,322,315,292,1,2475,,,,,,
1,DL,DL,LAX,CA,California,JFK,NY,New York,735,732,-3,0700-0759,30,802,1550,10,1600,5,1500-1559,0,,0,320,328,288,1,2475,,,,,,
1,NK,NK,MCO,FL,Florida,CLT,NC,North Carolina,2307,29,82,2300-2359,15,44,159,7,206,67,0001-0559,0,,0,112,97,75,1,468,4,0,1,0,62,
1,NK,NK,ORD,IL,Illinois,ATL,GA,Georgia,2034,2155,81,2000-2059,15,2210,33,61,134,109,2300-2359,0,,0,131,159,83,1,606,6,0,28,0,75,
1,NK,NK,ORD,IL,Illinois,DFW,TX,Texas,645,745,60,0600-0659,11,756,947,14,1001,44,0900-0959,0,,0,152,136,111,1,802,0,22,22,0,0,
1,NK,NK,MIA,FL,Florida,DFW,TX,Texas,1718,1758,40,1700-1759,21,1819,2001,20,2021,39,1900-1959,0,,0,204,203,162,1,1121,7,0,1,0,31,
1,NK,NK,LAS,NV,Nevada,DFW,TX,Texas,1810,1913,63,1800-1859,13,1926,2337,7,2344,49,2200-2259,0,,0,165,151,131,1,1055,7,0,0,0,42,
1,NK,NK,DFW,TX,Texas,LAS,NV,Nevada,1720,1929,129,1700-1759,15,1944,2011,9,2020,114,1800-1859,0,,0,186,171,147,1,1055,0,0,0,0,114,
1,NK,NK,MIA,FL,Florida,DEN,CO,Colorado,705,725,20,0700-0759,10,735,959,10,1009,26,0900-0959,0,,0,278,284,264,1,1709,0,0,6,20,0,
1,NK,NK,DEN,CO,Colorado,MIA,FL,Florida,1033,1116,43,1000-1059,13,1129,1643,17,1700,32,1600-1659,0,,0,235,224,194,1,1709,17,0,1,0,14,
1,NK,NK,ATL,GA,Georgia,LAS,NV,Nevada,2135,2208,33,2100-2159,16,2224,2328,7,2335,32,2300-2359,0,,0,268,267,244,1,1747,18,0,1,0,13,
1,NK,NK,LAS,NV,Nevada,ATL,GA,Georgia,816,910,54,0800-0859,18,928,1541,12,1553,45,1500-1559,0,,0,232,223,193,1,1747,1,0,44,0,0,
1,NK,NK,LAS,NV,Nevada,CLT,NC,North Carolina,2342,8,26,2300-2359,13,21,705,10,715,26,0600-0659,0,,0,247,247,224,1,1916,26,0,0,0,0,
1,NK,NK,MCO,FL,Florida,LAS,NV,Nevada,1955,2029,34,1900-1959,18,2047,2237,8,2245,35,2200-2259,0,,0,315,316,290,1,2039,14,0,21,0,0,
